"﻿ROLL_NUMBER","RSN","PID","LAT_LONG","PROPERTY_ADDRESS","PROPERTY_POSTAL_CODE","GEOCODE_ADDRESS","YEAR_BUILT","TYPE","PRIMARY_USE","DESCRIPTION","APPROX_BUILDING_AREA","HVAC","FLOORS","PROPERTY_BUILDINGS","NOTES","ORDER","EUI","ENERGY_STAR_SCORE","GREENHOUSE_GAS_EMISSIONS"
"R080040052","19214","5114501","[46.193578411673,-120.093004791887]","2651 NO 5 RD  ","V6X 2S8","2651 NO 5 RD","1973","Commercial","Storage & Warehousing","Warehouse, Storage","64,724","Package Unit","1","1","N/A","165",73,45,37
"R056676001","35420","2044927","[46.1706090746634,-120.13001403955]","8451 WESTMINSTER HWY  ","V6X 3E4","8451 WESTMINSTER HWY @","1982","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","77,754","FHA ELECT","3","1","N/A","446",91,69,26
"R090553001","86975","23063521","[46.172327,-120.163464]","5900 DOVER CRES  ","V7C 5R4","5900 DOVER CR @","1995","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","77,704","ELEC BBD-ZND","4","2","R48","447",70,57,58
"R090553091","63949","23229055","[46.173067,-120.164003]","5500 LYNAS LANE  ","V7C 5R5","5500 LYNAS LANE @","1995","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","71,544","ELEC BBD-ZND","4","2","R48","448",118,103,93
"R056655011","84234","1878964","[46.171519,-120.126934]","8700 ACKROYD RD  ","V6X 3G2","8700 ACKROYD RD @","1981","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","77,677","FLR FURNACE","3","2","R49","449",38,84,29
"R056655095","35392","1879961","[46.170642,-120.127567]","8651 WESTMINSTER HWY ","V6X 3E3","8651 WESTMINSTER HWY @","1981","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","73,703","FLR FURNACE","3","2","R49","450",87,104,59
"R084193011","170445","29143870","[46.183988,-120.120522]","4099 STOLBERG ST  ","V6X 0J4","4099 STOLBERG ST @","2013","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","77,572","Electric","6","3","R50","451",24,92,55
"R084194003","170717","29142709","[46.184439,-120.120265]","9388 CAMBIE RD  ","V6X 0H7","9388 CAMBIE RD @","2013","Residential","Stratified Rental Apartment (Frame Construction)","Strata Apartment - Frame","53,178","Electric","6","3","R50","452",41,36,76
"R084192001","167498","28989953","[46.183448,-120.120292]","4133 STOLBERG ST  ","V6X 0J3","4133 STOLBERG ST @","2013","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","51,373","Electric","6","3","R50","453",83,76,75
"R044840001","2015","4285905","[46.128715,-120.097879]","11411 BLACKSMITH PL  ","V7A 4T7","11411 BLACKSMITH PL @","1978","Commercial","Storage & Warehousing","Warehouse, Storage","64,428","Package Unit","2","1","N/A","638",65,69,56
"R081010022","19830","3471039","[46.187075,-120.107787]","10551 SHELLBRIDGE WAY ","V6X 2W9","10551 SHELLBRIDGE WAY @","1975","Commercial","Office Building (Primary Use)","Office","64,358","Package Unit","2","1","N/A","536",107,97,33
"R063959001","52105","16242921","[46.1568849607904,-120.131503916849]","7633 ST ALBANS RD  ","V6Y 3W7","7633 ST ALBANS RD","1990","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","76,690","ELEC BBD-ZND","3","1","N/A","456",88,72,72
"R064724029","37101","742945","[46.156689,-120.141499]","7751 MINORU BLVD  ","V6Y 3G7","7751 MINORU BLVD @","1983","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","76,393","ELEC BBD-ZND","3","1","N/A","457",51,86,76
"R016640001","82286","24073920","[46.172631,-120.072826]","13351 COMMERCE PKY  ","V6V 2X7","13351 COMMERCE PKY @","1998","Commercial","Office Building (Primary Use)","Office","64,259","Package Unit","2","2","C29","512",33,58,95
"R054418017","137039","27213331","[46.117959,-120.156567]","6233 LONDON RD  ","V7E 3S3","6233 LONDON RD @","2007","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Concrete","76,186","ELEC BBOARD","4","1","N/A","459",64,65,50
"R005503003","81706","24057398","[46.1690659548012,-119.970027804059]","22151 FRASERWOOD WAY  ","V6W 1J5","22151 FRASERWOOD WAY @","2000","Commercial","Storage & Warehousing","Warehouse, Storage","64,245","Package Unit","2","1","N/A","196",81,85,87
"R079776101","177178","29400678","[46.199481,-120.11163]","10155 RIVER DR  ","V6X 0L3","10155 RIVER DR @","2014","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","75,731","N/A","6","1","N/A","461",88,83,32
"R016640003","82286","24535796","[46.172134,-120.07275]","13353 COMMERCE PKY  ","V6V 3A1","13353 COMMERCE PKY @","2000","Commercial","Office Building (Primary Use)","Office","64,075","Package Unit","2","2","C29","513",78,54,101
"R056863001","150460","28055365","[46.17301,-120.134173]","8180 LANSDOWNE RD  ","V6X 0B1","8180 LANSDOWNE RD @","2009","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","75,040","ELEC BBOARD","7","3","R14","463",68,101,124
"R058241070","68094","4919521","[46.171817,-120.155195]","6391 WESTMINSTER HWY  ","V7C 4V4","6391 WESTMINSTER HWY @","1978","Commercial","Storage & Warehousing","Warehouse, Storage","64,044","Package Unit","2","2","C11","121",26,58,89
"R016706010","145711","27764605","[46.174094,-120.078744]","5571 PARKWOOD WAY  ","V6V 2M7","5571 PARKWOOD WAY @","2010","Commercial","Automobile Dealership","Auto Dealership, Complete","63,840","N/A","2","1","N/A","490",102,93,54
"R081245001","66045","23415738","[46.191286,-120.110644]","3100 ST EDWARDS DR  ","V6X 4C4","3100 ST EDWARDS DR","1999","Commercial","Shopping Centre (Neighbourhood)","Neighbourhood Shopping Centre","63,723","Package Unit","1","1","N/A","91",71,27,69
"R097321336","28128","2479036","[46.149384,-120.182629]","8591 NO 1 RD ","V7C 1V2","8591 NO 1 RD","1983","Commercial","Shopping Centre (Neighbourhood)","Neighbourhood Shopping Centre","63,657","Package Unit","1","1","SeaFair","573",44,127,97
"R007317001","142738","27520013","[46.1547,-120.016774]","18380 MCCARTNEY WAY  ","V6W 0A1","18380 MCCARTNEY WAY @","2008","Commercial","Storage & Warehousing","Warehouse, Storage","63,567","N/A","1","1","N/A","533",92,103,34
"R040173008","55725","9943552","[46.18789,-120.082355]","12851 ROWAN PL  ","V6V 2K5","12851 ROWAN PL @","1995","Commercial","Storage & Warehousing","Industrial Flex Building","63,477","Package Unit","2","1","N/A","381",80,99,78
"R057605000","183327","859958","[46.176142,-120.143103]","7771 ALDERBRIDGE WAY  ","V6X 2A4","7771 ALDERBRIDGE WAY @","1982","Commercial","Storage & Warehousing","Warehouse, Storage","63,474","Package Unit","1","1","N/A","538",56,96,86
"R041357002","78414","23710811","[46.180366,-120.076133]","13260 DELF PL  ","V6V 2A2","13260 DELF PL @","1982","Commercial","Storage & Warehousing","Warehouse, Storage","63,451","Space Heater","2","1","N/A","320",63,114,71
"R079958018","113351","18640478","[46.195702,-120.095201]","11782 RIVER RD  ","V6X 1Z7","11782 RIVER RD @","1994","Commercial","Commercial Strata-Lot","Strata Office","63,014","Space Heater","2","1","N/A","637",43,129,78
"R056771001","84232","753661","[46.171458,-120.128936]","8500 ACKROYD RD  ","V6X 3H8","8500 ACKROYD RD @","1984","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","68,553","FHA ELECT","3","2","R51","473",106,101,36
"R056771034","37450","756067","[46.170788,-120.129215]","8511 WESTMINSTER HWY  ","V6X 3H7","8511 WESTMINSTER HWY @","1984","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","67,955","FHA ELECT","3","2","R51","474",103,78,100
"R064294001","84187","18014259","[46.157608,-120.126541]","8775 JONES RD  ","V6Y 3Y9","8775 JONES RD @","1993","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","73,002","ELEC BBOARD","3","2","R52","475",105,130,43
"R064294067","57552","18014984","[46.157622,-120.125758]","8975 JONES RD  ","V6Y 3Y7","8975 JONES RD @","1993","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","72,903","ELEC BBOARD","3","2","R52","476",42,99,98
"R130000101","78121","N/A","[46.1790692,-120.1672363]","4580 COWLEY CRES  ","V7B 1B8","4580 COWLEY CR @","2008","Commercial","Storage & Warehousing","Warehouse, Distribution","62,965","N/A","1","1","Airport Warehouse Area","397",45,49,36
"R034786099","1474","4891571","[46.198575,-120.065914]","14251 BURROWS RD  ","V6V 1K9","14251 BURROWS RD @","1975","Commercial","Storage & Warehousing","Warehouse, Storage","62,665","Package Unit","1","1","N/A","329",25,93,54
"R099789005","35582","1576861","[46.146855,-120.17252]","9320 PARKSVILLE DR  ","V7E 4W2","9320 PARKSVILLE DR @","1977","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","71,982","HW GAS","7","2","R53","479",100,45,102
"R099789077","83354","1577506","[46.147271,-120.173392]","9300 PARKSVILLE DR  ","V7E 4W3","9300 PARKSVILLE DR @","1977","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","71,912","HW GAS","7","2","R53","480",76,76,62
"R081000009","19829","3444163","[46.186218,-120.107962]","10451 SHELLBRIDGE WAY  ","V6X 2W8","10451 SHELLBRIDGE WAY @","1975","Commercial","Office Building (Primary Use)","Office","62,529","Package Unit","2","1","N/A","534",74,93,27
"R064655005","112910","23774622","[46.162331,-120.141663]","7760 GRANVILLE AVE  ","V6Y 4C2","7760 GRANVILLE AVE @","1997","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","71,491","ELEC BBD-ZND","12","2","R54","482",39,47,101
"R064655006","112909","23774631","[46.162329,-120.140829]","7680 GRANVILLE AVE  ","V6Y 4B9","7680 GRANVILLE AVE @","1997","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Hi-Rise","71,479","ELEC BBD-ZND","12","2","R54","483",89,97,117
"R078820002","56895","17483166","[46.1955858085324,-120.116239198288]","9920 RIVER DR  ","V6X 3S3","9920 RIVER DR @","1990","Commercial","Storage & Warehousing","Warehouse, Storage","62,265","Package Unit","1","1","N/A","160",129,33,50
"R051516000","43317","8905886","[46.122693,-120.095471]","12380 HORSESHOE WAY  ","V7A 4Z1","12380 HORSESHOE WAY @","1985","Commercial","Storage & Warehousing","Warehouse, Storage","62,075","Package Unit","1","1","N/A","403",113,55,45
"R005283001","76909","23575476","[46.168072,-119.98655]","21331 GORDON WAY  ","V6W 1J9","21331 GORDON WAY @","1996","Commercial","Commercial Strata-Lot","Strata Warehouse","61,920","Space Heater","1","2","C13 - Refer to Lat/Long","177",132,59,87
"R058040000","35869","3949338","[46.1729148577624,-120.15155626102]","6791 ELMBRIDGE WAY  ","V7C 4N1","6791 ELMBRIDGE WAY @","1975","Commercial","Storage & Warehousing","Warehouse, Storage","61,675","Package Unit","1","1","N/A","187",51,77,100
"R044837060","112819","18949797","[46.130375,-120.096501]","11151 HORSESHOE WAY  ","V7A 4S5","11151 HORSESHOE WAY @","1980","Commercial","Commercial Strata-Lot","Strata Warehouse","61,145","Space Heater","1","2","C24","472",82,86,129
"R064187024","48886","14753634","[46.1596478690817,-120.128323586415]","8611 GENERAL CURRIE RD  ","V6Y 3W4","8611 GENERAL CURRIE RD","1989","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","69,525","ELEC BBD-ZND","3","1","N/A","489",24,52,24
"R034810019","1476","1025937","[46.198843,-120.064082]","2051 VAN DYKE PL  ","V6V 1X6","2051 VAN DYKE PL","1975","Commercial","Storage & Warehousing","Warehouse, Storage","61,004","Space Heater","1","1","N/A","600",49,36,45
"R031969003","79023","23672269","[46.1359810354356,-120.063211855555]","14300 ENTERTAINMENT BLVD  ","V6W 1K3","14300 ENTERTAINMENT BLVD @","1997","Institutional","Recreational & Cultural Buildings","Community Center","64,790","Hot Water","1","1","Watermania","491",42,122,114
"R033518009","1400","3307239","[46.196315,-120.08844]","2271 VAUXHALL PL  ","V6V 1Z5","2271 VAUXHALL PL @","1986","Commercial","Storage & Warehousing","Warehouse, Storage","60,890","Complete HVAC","2","1","N/A","530",28,77,77
"R033707003","86843","24886271","[46.1926292,-120.0835257]","2780 SWEDEN WAY  ","V6V 2X1","2780 SWEDEN WAY @","1996","Commercial","Store(S) And Service Commercial","Retail Store","60,684","N/A","1","1","Staples","166",93,55,116
"R028322002","164098","7793499","[46.154808,-120.035984]","16128 BLUNDELL RD  ","V6W 0A2","16128 BLUNDELL RD @","N/A","Commercial","Storage & Warehousing","Warehouse, Distribution","60,611","N/A","1","4","C5","48",32,90,54
"R065775008","52698","3694691","[46.154754,-120.157822]","6140 BLUNDELL RD  ","V7C 1H8","6140 BLUNDELL RD @","1979","Commercial","Shopping Centre (Neighbourhood)","Neighbourhood Shopping Centre","60,509","Package Unit","1","1","N/A","532",94,81,49
"R117095054","112193","26264838","[46.202503,-120.101801]","11371 TWIGG PL  ","V6V 3C9","11371 TWIGG PL @","2006","Commercial","Storage & Warehousing","Warehouse, Storage","59,841","N/A","1","1","N/A","543",41,31,24
"R056775001","84233","723363","[46.171718,-120.128114]","8600 ACKROYD RD  ","V6X 3G1","8600 ACKROYD RD @","1982","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","68,103","FHA ELECT","3","2","R55","497",31,77,34
"R056775070","35429","724076","[46.17061,-120.128403]","8591 WESTMINSTER HWY  ","V6X 3E2","8591 WESTMINSTER HWY @","1982","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","61,472","FHA ELECT","3","2","R55","498",84,49,60
"R045102001","2032","4867351","[46.127134,-120.094107]","11920 FORGE PL  ","V7A 4V9","11920 FORGE PL @","1979","Commercial","Office Building (Primary Use)","Office","59,731","Package Unit","2","1","N/A","544",85,71,114
"R033864000","1451","4502981","[46.19344,-120.071918]","2800 VIKING WAY  ","V6V 1N5","2800 VIKING WAY @","1971","Commercial","Storage & Warehousing","Warehouse, Storage","59,688","Package Unit","2","1","N/A","545",50,57,78
"R044528001","51012","15702146","[46.127287,-120.099704]","11960 HAMMERSMITH WAY  ","V7A 5C9","11960 HAMMERSMITH WAY @","1990","Commercial","Commercial Strata-Lot","Strata Warehouse","59,656","Space Heater","2","1","N/A","410",47,109,88
"R064503001","84209","16042786","[46.159097,-120.146414]","7437 MOFFATT RD  ","V6Y 3V9","7437 MOFFATT RD @","1990","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","66,938","ELEC BBD-ZND","3","1","N/A","502",83,51,79
"R058972002","49246","14827433","[46.169316,-120.148203]","6091 GILBERT RD  ","V7C 5L9","6091 GILBERT RD @","1989","Commercial","Commercial Strata-Lot","Strata Office","59,314","Package Unit","8","1","N/A","577",68,87,98
"R064304144","75771","16769686","[46.1578471744507,-120.127756820011]","8655 JONES RD  ","V6Y 3V7","8655 JONES RD @","1991","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","66,141","ELEC BBD-ZND","3","1","N/A","504",76,91,91
"R030869001","57025","17945054","[46.138176,-120.0898]","10160 NO 5 RD  ","V7A 4E5","10160 NO 5 RD","1972","Commercial","Churches & Bible Schools","Church","59,270","Package Unit","2","1","N/A","547",98,86,41
"R016721000","49073","14965194","[46.176019,-120.077983]","5388 PARKWOOD PL  ","V6V 2N1","5388 PARKWOOD PL @","1990","Commercial","Storage & Warehousing","Warehouse, Storage","58,975","N/A","2","1","N/A","462",56,95,106
"R097930332","35581","1573411","[46.154857,-120.172982]","8031 COLONIAL DR  ","V7C 5B7","8031 COLONIAL DR @","1981","Residential","Stratified Rental Apartment (Frame Construction)","Strata Apartment - Frame","65,875","ELEC BBOARD","3","2","R56","507",27,30,43
"R097930028","87577","1570901","[46.153594,-120.170707]","8120 COLONIAL DR  ","V7C 4V2","8120 COLONIAL DR @","1977","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","61,450","ELEC BBOARD","4","2","R56","508",75,94,85
"R064502078","84040","13912895","[46.157795,-120.146332]","7453 MOFFATT RD  ","V6Y 3W1","7453 MOFFATT RD @","1987","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","65,861","ELEC BBD-ZND","3","1","N/A","509",31,80,64
"R074211006","16230","14178338","[46.140153,-120.135517]","10100 NO 3 RD  ","V7A 1W5","10100 NO 3 RD","1971","Residential","Multi-Family (Apartment Block)","Apartment - Owner Pays Heat","65,697","Hot Water","3","1","N/A","510",37,69,52
"R080428012","41660","6572111","[46.1850835396916,-120.09964381371]","11240 MELLIS DR  ","V6X 1L7","11240 MELLIS DR @","1986","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","65,379","ELEC BBOARD","3","1","N/A","511",38,87,72
"R041541002","49346","15241416","[46.18216,-120.079637]","13120 VANIER PL  ","V6V 2J2","13120 VANIER PL @","1989","Commercial","Storage & Warehousing","Industrial Flex Building","58,791","Package Unit","2","1","N/A","601",66,104,40
"R005102001","183328","24239879","[46.166885,-119.993239]","6560 MCMILLAN WAY  ","V6W 1L2","6560 MCMILLAN WAY @","1999","Commercial","Storage & Warehousing","Warehouse, Storage","58,577","Package Unit","2","1","N/A","460",54,58,90
"R057203330","122956","26554763","[46.176995,-120.127021]","5111 GARDEN CITY RD  ","V6X 4H4","5111 GARDEN CITY RD","2006","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","64,979","N/A","4","6","R57","514",50,99,103
"R057203214","123164","26207206","[46.177002,-120.126225]","5113 GARDEN CITY RD  ","V6X 4H5","5113 GARDEN CITY RD","2004","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","58,306","N/A","4","6","R57","515",72,85,28
"R057203112","122958","25887513","[46.176993,-120.125071]","5115 GARDEN CITY RD  ","V6X 4H6","5115 GARDEN CITY RD","2004","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","63,459","N/A","4","6","R57","516",24,57,79
"R057203101","122961","25887386","[46.176148,-120.125082]","5133 GARDEN CITY RD  ","V6X 4H9","5133 GARDEN CITY RD","2004","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","55,348","N/A","4","6","R57","517",126,72,40
"R057203270","88655","26207761","[46.17613,-120.126235]","5119 GARDEN CITY RD  ","V6X 4H8","5119 GARDEN CITY RD","2004","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","63,056","N/A","4","6","R57","518",41,39,100
"R057203386","122959","26555328","[46.176114,-120.127056]","5117 GARDEN CITY RD  ","V6X 4H7","5117 GARDEN CITY RD","2006","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","64,549","N/A","4","6","R57","519",39,93,40
"R064236001","51239","15830683","[46.1604465478412,-120.13201226789]","8300 BENNETT RD  ","V6Y 1N5","8300 BENNETT RD @","1989","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","64,862","ELEC BBD-ZND","3","1","N/A","520",42,49,46
"R083219000","20331","6727239","[46.178988,-120.142199]","7280 RIVER RD  ","V6X 1X5","7280 RIVER RD @","1973","Commercial","Storage & Warehousing","Warehouse, Storage","58,416","Package Unit","1","1","N/A","550",44,55,86
"R033303067","1340","3644154","[46.199321,-120.078213]","13331 VULCAN WAY  ","V6V 1K4","13331 VULCAN WAY @","1974","Commercial","Storage & Warehousing","Warehouse, Storage","58,133","Space Heater","1","3","C4 - Refer to Lat/Long","39",35,45,54
"R056808216","84191","662275","[46.172257,-120.129288]","8511 ACKROYD RD  ","V6X 3E7","8511 ACKROYD RD @","1982","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","64,566","FHA ELECT","3","5","R58","523",37,77,25
"R056808160","84192","784389","[46.172235,-120.130189]","8411 ACKROYD RD  ","V6X 3E6","8411 ACKROYD RD @","1982","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","56,307","FHA ELECT","3","5","R58","524",97,51,29
"R056808121","84190","783765","[46.172614,-120.131144]","5500 COONEY RD  ","V6X 3E5","5500 COONEY RD @","1982","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","52,317","FHA ELECT","3","5","R58","525",98,86,79
"R056808001","84189","1961781","[46.173484,-120.131123]","8400 LANSDOWNE RD  ","V6X 3G3","8400 LANSDOWNE RD @","1982","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","55,828","FHA ELECT","3","5","R58","526",94,77,126
"R056808012","35412","1961896","[46.173463,-120.130264]","8460 LANSDOWNE RD  ","V6X 3G8","8460 LANSDOWNE RD @","1982","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","53,428","FHA ELECT","3","5","R58","527",78,48,28
"R005282039","52715","17430275","[46.165011,-119.99225]","6755 GRAYBAR RD  ","V6W 1H8","6755 GRAYBAR RD @","1990","Commercial","Commercial Strata-Lot","Strata Warehouse","57,981","Space Heater","2","2","C20","417",89,58,106
"R060560100","97492","25762052","[46.165972,-120.121003]","9333 ALBERTA RD  ","V6Y 4E4","9333 ALBERTA RD @","2003","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","64,224","ELEC BBD-ZND","4","1","N/A","529",82,120,58
"R081420000","36504","594423","[46.191650209071,-120.120767698657]","9260 BRIDGEPORT RD  ","V6X 1S1","9260 BRIDGEPORT RD @","1981","Commercial","Hotel","Hotel - Full Service","57,672","N/A","3","1","Best Western Hotel","557",38,98,39
"R059505003","80969","23960442","[46.169868,-120.137757]","7878 WESTMINSTER HWY  ","V6X 4A2","7878 WESTMINSTER HWY @","1997","Residential","Strata-Lot Residence (Condominium)","Mixed Retail With Residential","85,090","ELEC BBD-ZND","12","2","C26","531",26,93,75
"R090086004","35394","11058862","[46.123209,-120.160685]","12417 NO 2 RD  ","V7E 6H6","12417 NO 2 RD","1988","Commercial","Commercial Strata-Lot","Strata Warehouse","57,660","Forced Air Unit","1","1","N/A","611",54,47,70
"R078741003","100184","25820397","[46.192514,-120.119859]","9351 BRIDGEPORT RD  ","V6X 1S3","9351 BRIDGEPORT RD @","1997","Commercial","Hotel","Hotel - Full Service","57,588","Package Unit","7","1","Holiday Inn Hotel","621",33,48,111
"R132555000","74965","N/A","[46.191442,-120.167038]","5200 MILLER RD  ","V7B 1K7","5200 MILLER RD @","N/A","Commercial","Storage & Warehousing","Warehouse, Distribution","57,538","N/A","1","1","Airport Warehouse Area","5",50,23,66
"R087360001","52748","16621662","[46.1283410679176,-120.17793436269]","11771 FENTIMAN PL  ","V7E 3M4","11771 FENTIMAN PL @","1970","Residential","Seniors Licensed Care","Convalescent Hospital","62,295","Hot Water","8","1","N/A","535",63,27,28
"R052100004","133577","27039161","[46.118769,-120.10078]","11251 DYKE RD  ","V7A 0A1","11251 DYKE RD @","2006","Commercial","Storage & Warehousing","Warehouse, Storage","57,514","Package Unit","1","1","N/A","559",54,112,88
"R041542003","56187","17845181","[46.183215,-120.078473]","13151 VANIER PL  ","V6V 2J1","13151 VANIER PL @","1984","Commercial","Storage & Warehousing","Industrial Flex Building","57,345","Package Unit","2","1","N/A","555",83,56,81
"R132553000","74461","N/A","[46.19153,-120.17115]","4871 MILLER RD  ","V7B 1K7","4871 MILLER RD @","N/A","Commercial","Storage & Warehousing","Warehouse, Distribution","57,330","N/A","1","1","Airport Warehouse Area","3",48,90,47
"R056690068","84147","1877828","[46.17173,-120.130976]","8400 ACKROYD RD  ","V6X 3E8","8400 ACKROYD RD @","1981","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","56,356","FHA ELECT","3","2","R59","539",49,112,68
"R056690003","35395","1876708","[46.170461,-120.130869]","5800 COONEY RD  ","V6X 3A8","5800 COONEY RD @","1981","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","57,356","FHA ELECT","3","2","R59","540",32,61,54
"R070900071","84082","1062824","[46.145789,-120.121892]","9300 GLENACRES DR  ","V7A 1Y8","9300 GLENACRES DR @","1971","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","60,824","N/A","3","1","N/A","541",29,99,40
"R064774001","35455","2257831","[46.1591654002754,-120.142770972825]","7400 MOFFATT RD  ","V6Y 3G3","7400 MOFFATT RD @","1983","Residential","Stratified Rental Apartment (Frame Construction)","Strata Apartment - Frame","59,780","HW GAS","3","1","N/A","542",46,68,71
"R041671000","46136","12034231","[46.1829485027724,-120.070293383704]","4455 NO 6 RD  ","V6V 1P8","4455 NO 6 RD","1989","Commercial","Storage & Warehousing","Warehouse, Storage","57,102","Package Unit","1","1","N/A","130",89,88,60
"R033760099","1431","3716554","[46.193085,-120.084955]","12551 BRIDGEPORT RD  ","V6V 1J4","12551 BRIDGEPORT RD @","2001","Commercial","Store(S) And Service Commercial","Retail Store","56,802","N/A","1","1","N/A","567",72,87,130
"R041971000","44399","10191925","[46.180592,-120.070384]","13431 MAYCREST WAY  ","V6V 2M3","13431 MAYCREST WAY @","1990","Commercial","Storage & Warehousing","Industrial Flex Building","56,718","N/A","2","1","N/A","442",31,83,105
"R032364004","110698","26215357","[46.133977236219,-120.063344253164]","14000 RIVERPORT WAY ","V6W 1B1","14000 RIVERPORT WAY @","2012","Residential","Multi-Family (Apartment Block)","Strata Apartment - Frame","59,507","N/A","6","1","N/A","546",77,31,38
"R045876190","2064","4037464","[46.131821,-120.123729]","9100 STEVESTON HWY  ","V7A 1M5","9100 STEVESTON HWY @","1959","Commercial","Golf Courses (Includes Public & Private)","Country Club","56,663","N/A","1","1","N/A","619",58,39,73
"R080430000","35301","470554","[46.1877913049587,-120.099444254753]","11240 DANIELS RD  ","V6X 1M6","11240 DANIELS RD @","1978","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","59,346","FHA ELECT","3","1","N/A","548",96,88,112
"R080146052","19266","3420388","[46.192557,-120.100449]","11151 BRIDGEPORT RD  ","V6X 1T3","11151 BRIDGEPORT RD @","1973","Commercial","Self Storage","Warehouse, Storage","56,550","N/A","2","1","N/A","487",103,75,48
"R033384008","1353","3715388","[46.192472,-120.090114]","12111 BRIDGEPORT RD  ","V6V 1J4","12111 BRIDGEPORT RD @","1975","Commercial","Storage & Warehousing","Warehouse, Storage","56,350","Package Unit","2","1","N/A","494",72,71,71
"R059989030","35347","1783980","[46.1638456928492,-120.126979879992]","8540 CITATION DR  ","V6Y 3A3","8540 CITATION DR @","1979","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","58,662","HW GAS","3","1","N/A","551",28,39,49
"R032364201","129180","26750899","[46.134768,-120.062438]","14100 RIVERPORT WAY  ","V6E 1M3","14100 RIVERPORT WAY @","2006","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","58,320","Electric","4","3","R60","552",77,99,66
"R032364249","129316","26751372","[46.135214,-120.062008]","14200 RIVERPORT WAY  ","V6W 1M4","14200 RIVERPORT WAY @","2006","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","58,320","Electric","4","3","R60","553",49,118,27
"R032364297","131040","26853345","[46.135597,-120.061526]","14300 RIVERPORT WAY  ","V6W 0A4","14300 RIVERPORT WAY @","2006","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","55,678","Electric","4","3","R60","554",80,87,35
"R057604000","3718","3680690","[46.174562,-120.144598]","7671 ALDERBRIDGE WAY  ","V6X 1Z9","7671 ALDERBRIDGE WAY @","1973","Commercial","Storage & Warehousing","Warehouse, Storage","56,226","Package Unit","2","1","N/A","568",101,96,115
"R051516018","163738","15629911","[46.121664,-120.094905]","12431 HORSESHOE WAY  ","V7A 4X6","12431 HORSESHOE WAY @","1989","Commercial","Storage & Warehousing","Warehouse, Storage","56,116","Package Unit","1","1","N/A","562",81,38,112
